encounter_timestamp,park_area_id,park_district,park_borough,patroncount,in_playground,action_taken,amenity
04/19/2020 07:03:04 PM,R029,R-01,Staten Island,1,false,Did not approach the crowd; the crowd remains,Open field/multi-purpose play area
04/19/2020 06:55:15 PM,B223PD,B-01,Brooklyn,3,true,Approached the crowd; they complied with instructions,Basketball court
04/19/2020 06:38:00 PM,R076,R-01,Staten Island,1,false,Did not approach the crowd; the crowd remains,Playground
04/19/2020 06:24:33 PM,B016,B-04,Brooklyn,25,true,Approached the crowd; they ignored the employee,Bench/sitting area
04/19/2020 06:16:07 PM,R150,R-01,Staten Island,1,false,Did not approach the crowd; the crowd remains,Open field/multi-purpose play area
04/19/2020 06:09:33 PM,M391-ZN02,M-01,Manhattan,200,false,Approached the crowd; they complied with instructions,Walking path
04/19/2020 06:08:40 PM,M391-ZN01,M-01,Manhattan,350,false,Approached the crowd; they complied with instructions,Walking path
04/19/2020 05:54:13 PM,M098-03,M-02,Manhattan,175,false,Approached the crowd; they ignored the employee,Walking path
04/19/2020 05:46:23 PM,R022-04,R-01,Staten Island,50,false,Approached the crowd; they complied with instructions,Walking path
04/19/2020 05:45:12 PM,R005,R-01,Staten Island,50,false,Approached the crowd; they complied with instructions,Open field/multi-purpose play area
04/19/2020 05:43:57 PM,R034,R-01,Staten Island,1,false,Did not approach the crowd; the crowd remains,Playground
04/19/2020 05:42:45 PM,R017A,R-02,Staten Island,15,false,Approached the crowd; they complied with instructions,Walking path
04/19/2020 05:17:50 PM,B125,B-13,Brooklyn,90,false,Approached the crowd; they ignored the employee,Open field/multi-purpose play area
04/19/2020 05:16:50 PM,M088,M-03,Manhattan,100,false,Did not approach the crowd; the crowd remains,Bench/sitting area
04/19/2020 04:31:21 PM,Q099-ZN15,Q-15,Queens,120,false,Did not approach the crowd; the crowd remains,Soccer field
04/19/2020 04:29:55 PM,M144-ZN04,M-03,Manhattan,65,false,Approached the crowd; they ignored the employee,Track/field area
04/19/2020 04:25:53 PM,M144,M-03,Manhattan,15,false,Approached the crowd; they ignored the employee,Baseball field
04/19/2020 04:25:10 PM,Q099-ZN19,Q-15,Queens,65,false,Did not approach the crowd; the crowd remains,Baseball field
04/19/2020 04:20:36 PM,Q099-ZN09,Q-15,Queens,23,false,Did not approach the crowd; the crowd remains,Soccer field
04/19/2020 04:20:31 PM,M144,M-03,Manhattan,12,false,Did not approach the crowd; the crowd remains,Open field/multi-purpose play area
04/19/2020 04:08:33 PM,B057,B-18,Brooklyn,150,false,Approached the crowd; they ignored the employee,Open field/multi-purpose play area
04/19/2020 03:39:11 PM,M104,M-11R,Manhattan,8,false,Approached the crowd; they complied with instructions,Open field/multi-purpose play area
04/19/2020 03:31:17 PM,M088-01,M-03,Manhattan,25,false,Approached the crowd; they ignored the employee,Open field/multi-purpose play area
04/19/2020 03:30:24 PM,Q004,Q-01,Queens,10,true,Approached the crowd; they ignored the employee,Soccer field
04/19/2020 03:28:48 PM,M088,M-03,Manhattan,100,false,Did not approach the crowd; the crowd remains,Baseball field
04/19/2020 03:25:47 PM,M098-02,M-02,Manhattan,200,false,Approached the crowd; they ignored the employee,Walking path
04/19/2020 03:17:26 PM,M088-03,M-03,Manhattan,35,false,Approached the crowd; they ignored the employee,Baseball field
04/19/2020 03:16:49 PM,M088,M-03,Manhattan,25,false,Did not approach the crowd; the crowd remains,Open field/multi-purpose play area
04/19/2020 03:11:51 PM,B251,B-15,Brooklyn,80,false,Did not approach the crowd; the crowd remains,Open field/multi-purpose play area
04/19/2020 03:02:27 PM,B169,B-13,Brooklyn,500,false,Approached the crowd; they ignored the employee,Adult fitness equipment
04/19/2020 02:57:49 PM,M391-ZN02,M-01,Manhattan,300,false,Approached the crowd; they complied with instructions,Walking path
04/19/2020 02:57:37 PM,M011,M-04,Manhattan,40,false,Did not approach the crowd; the crowd remains,Baseball field
04/19/2020 02:56:47 PM,M391-ZN01,M-01,Manhattan,400,false,Approached the crowd; they complied with instructions,Walking path
04/19/2020 02:56:04 PM,M022,M-04,Manhattan,40,false,Did not approach the crowd; the crowd remains,Baseball field
04/19/2020 02:43:39 PM,Q099-ZN15,Q-15,Queens,53,false,Did not approach the crowd; the crowd remains,Soccer field
04/19/2020 02:40:55 PM,Q099-ZN07,Q-15,Queens,117,false,Did not approach the crowd; the crowd remains,Open field/multi-purpose play area
04/19/2020 02:33:00 PM,B223R,B-01,Brooklyn,4,true,Approached the crowd; they complied with instructions,Basketball court
04/19/2020 02:32:53 PM,Q099-ZN21,Q-15,Queens,53,false,Did not approach the crowd; the crowd remains,Open field/multi-purpose play area
04/19/2020 02:31:45 PM,Q099-ZN20,Q-15,Queens,45,false,Did not approach the crowd; the crowd remains,Open field/multi-purpose play area
04/19/2020 02:28:21 PM,Q099-ZN25,Q-15,Queens,105,false,Did not approach the crowd; the crowd remains,Open field/multi-purpose play area
04/19/2020 02:20:30 PM,Q099-ZN17,Q-15,Queens,31,false,Did not approach the crowd; the crowd remains,Soccer field
04/19/2020 02:18:38 PM,B114,B-01,Brooklyn,5,false,Did not approach the crowd; the crowd remains,Bench/sitting area
04/19/2020 02:14:50 PM,M144,M-03,Manhattan,120,false,Did not approach the crowd; the crowd remains,Track/field area
04/19/2020 01:58:58 PM,M235,M-03,Manhattan,12,false,Approached the crowd; they ignored the employee,Bench/sitting area
04/19/2020 01:57:51 PM,M105-02,M-03,Manhattan,12,false,Approached the crowd; they ignored the employee,Bench/sitting area
04/19/2020 01:56:40 PM,M004,M-03,Manhattan,6,false,Approached the crowd; they ignored the employee,Bench/sitting area
04/19/2020 01:53:52 PM,B127,B-01,Brooklyn,3,true,Approached the crowd; they complied with instructions,Handall court
04/19/2020 01:50:47 PM,M104,M-11R,Manhattan,7,false,Approached the crowd; they complied with instructions,Bench/sitting area
04/19/2020 01:39:49 PM,R065-ZN15,R-02,Staten Island,60,false,Approached the crowd; they ignored the employee,Open field/multi-purpose play area
04/19/2020 01:21:15 PM,BZ231,B-05,Brooklyn,10,false,Approached the crowd; they complied with instructions,Open field/multi-purpose play area
04/19/2020 01:21:04 PM,R019,R-01,Staten Island,10,false,Approached the crowd; they ignored the employee,Bench/sitting area
04/19/2020 01:07:00 PM,B082,B-10,Brooklyn,300,false,Did not approach the crowd; the crowd remains,Walking path
04/19/2020 01:00:51 PM,R149,R-02B,Staten Island,1,false,Did not approach the crowd; the crowd remains,Open field/multi-purpose play area
04/19/2020 12:38:05 PM,Q099-ZN22,Q-15,Queens,22,false,Did not approach the crowd; the crowd remains,Open field/multi-purpose play area
04/19/2020 12:31:57 PM,Q099-ZN25,Q-15,Queens,75,false,Did not approach the crowd; the crowd remains,Open field/multi-purpose play area
04/19/2020 12:31:54 PM,B052,B-10,Brooklyn,3,false,Did not approach the crowd; the crowd remains,Open field/multi-purpose play area
04/19/2020 12:26:32 PM,B192,B-10,Brooklyn,5,true,Approached the crowd; they ignored the employee,Playground
04/19/2020 12:24:34 PM,B192,B-10,Brooklyn,15,false,Did not approach the crowd; the crowd remains,Track/field area
04/19/2020 12:21:33 PM,Q024,Q-07,Queens,5,false,Did not approach the crowd; the crowd remains,Soccer field
04/19/2020 12:19:46 PM,R017,R-02,Staten Island,70,false,Approached the crowd; they complied with instructions,Soccer field
04/19/2020 12:06:02 PM,X039-ZN11,X-15A,Bronx,50,false,Approached the crowd; they ignored the employee,Bench/sitting area
04/19/2020 11:59:22 AM,Q126,Q-07,Queens,14,false,Did not approach the crowd; the crowd remains,Open field/multi-purpose play area
04/19/2020 11:59:18 AM,Q099-ZN12,Q-15,Queens,12,false,Did not approach the crowd; the crowd remains,Open field/multi-purpose play area
04/19/2020 11:39:55 AM,M144,M-03,Manhattan,65,false,Approached the crowd; they ignored the employee,Track/field area
04/19/2020 11:35:29 AM,RZ306,R-02B,Staten Island,25,false,Approached the crowd; they complied with instructions,Walking path
04/19/2020 11:33:47 AM,M104,M-11R,Manhattan,10,false,Approached the crowd; they complied with instructions,Soccer field
04/19/2020 11:23:49 AM,B028-03,B-10,Brooklyn,10,false,Did not approach the crowd; the crowd remains,Open field/multi-purpose play area
04/19/2020 11:22:41 AM,X004-02,X-14,Bronx,15,true,Approached the crowd; they complied with instructions,Playground
04/19/2020 11:13:26 AM,B057,B-18,Brooklyn,25,false,Did not approach the crowd; the crowd remains,Open field/multi-purpose play area
04/19/2020 11:09:05 AM,B164,B-11,Brooklyn,1,false,Did not approach the crowd; the crowd remains,Playground
04/19/2020 10:41:04 AM,Q126,Q-07,Queens,6,false,Did not approach the crowd; the crowd remains,Adult fitness equipment
04/19/2020 10:39:28 AM,M104,M-11R,Manhattan,15,false,Approached the crowd; they complied with instructions,Soccer field
04/19/2020 10:26:40 AM,M105,M-03,Manhattan,15,false,Approached the crowd; they complied with instructions,Handall court
04/19/2020 10:26:09 AM,M105,M-03,Manhattan,14,false,Approached the crowd; they ignored the employee,Walking path
04/19/2020 10:02:38 AM,M104,M-11R,Manhattan,10,false,Approached the crowd; they complied with instructions,Walking path
04/19/2020 07:39:05 AM,X104,X-07,Bronx,1,false,Approached the crowd; they complied with instructions,Walking path
04/19/2020 07:34:52 AM,X002-ZN05A,X-14,Bronx,1,false,Approached the crowd; they complied with instructions,Walking path
04/18/2020 06:27:47 PM,M391-ZN02,M-01,Manhattan,17,false,Approached the crowd; they complied with instructions,Adult fitness equipment
04/18/2020 06:27:12 PM,M391-ZN01,M-01,Manhattan,20,false,Approached the crowd; they complied with instructions,Walking path
04/18/2020 06:26:39 PM,M391,M-01,Manhattan,25,false,Approached the crowd; they complied with instructions,Walking path
04/18/2020 06:25:58 PM,M386,M-01,Manhattan,4,false,Approached the crowd; they complied with instructions,Playground
04/18/2020 05:58:37 PM,M098,M-02,Manhattan,45,false,Approached the crowd; they complied with instructions,Walking path
04/18/2020 05:40:27 PM,M399,M-04,Manhattan,4,false,Approached the crowd; they complied with instructions,Bench/sitting area
04/18/2020 05:33:39 PM,B028,B-10,Brooklyn,17,false,Approached the crowd; they complied with instructions,Soccer field
04/18/2020 05:31:35 PM,BZ03,B-15,Brooklyn,50,false,Approached the crowd; they complied with instructions,Walking path
04/18/2020 05:12:20 PM,R109,R-01,Staten Island,9,false,Approached the crowd; they complied with instructions,Soccer field
04/18/2020 04:54:01 PM,M098-ZN01,M-02,Manhattan,20,false,Approached the crowd; they ignored the employee,Walking path
04/18/2020 04:40:01 PM,R022,R-01,Staten Island,50,false,Approached the crowd; they complied with instructions,Walking path
04/18/2020 04:39:34 PM,R005,R-01,Staten Island,40,false,Approached the crowd; they complied with instructions,Baseball field
04/18/2020 04:27:59 PM,X126,X-10,Bronx,15,false,Approached the crowd; they complied with instructions,Soccer field
04/18/2020 03:57:32 PM,M098-02,M-02,Manhattan,50,false,Approached the crowd; they complied with instructions,Walking path
04/18/2020 03:56:51 PM,M098-01,M-02,Manhattan,5,false,Approached the crowd; they ignored the employee,Adult fitness equipment
04/18/2020 03:31:39 PM,M399,M-04,Manhattan,5,false,Approached the crowd; they complied with instructions,Bench/sitting area
04/18/2020 03:31:13 PM,M104,M-11R,Manhattan,20,false,Approached the crowd; they complied with instructions,Open field/multi-purpose play area
04/18/2020 03:15:38 PM,M391-ZN02,M-01,Manhattan,30,false,Approached the crowd; they complied with instructions,Walking path
04/18/2020 03:14:44 PM,M391-ZN01,M-01,Manhattan,35,false,Approached the crowd; they complied with instructions,Walking path
04/18/2020 03:02:21 PM,M077-04,M-09,Manhattan,3,false,Approached the crowd; they complied with instructions,Bench/sitting area
04/18/2020 01:58:43 PM,M098-01,M-02,Manhattan,1,false,Approached the crowd; they complied with instructions,Walking path
04/18/2020 01:51:10 PM,B066-01,B-10,Brooklyn,5,false,Did not approach the crowd; the crowd remains,Walking path
04/18/2020 01:12:45 PM,B028,B-10,Brooklyn,12,false,Approached the crowd; they complied with instructions,Soccer field
04/18/2020 12:11:02 PM,M098-01,M-02,Manhattan,5,false,Approached the crowd; they complied with instructions,Walking path
04/18/2020 12:03:21 PM,B028,B-10,Brooklyn,1,false,Did not approach the crowd; the crowd remains,Open field/multi-purpose play area
04/18/2020 10:16:52 AM,X126,X-10,Bronx,1,false,Approached the crowd; they complied with instructions,Baseball field
04/18/2020 10:00:42 AM,B080,B-13,Brooklyn,6,false,Approached the crowd; they complied with instructions,Walking path
04/18/2020 09:58:40 AM,B169,B-13,Brooklyn,26,false,Approached the crowd; they complied with instructions,Walking path
04/18/2020 09:05:36 AM,Q023,Q-12,Queens,3,false,Did not approach the crowd; the crowd remains,Walking path
04/18/2020 08:15:08 AM,R024,R-01,Staten Island,1,false,Did not approach the crowd; the crowd remains,Bench/sitting area
04/18/2020 07:57:13 AM,R005,R-01,Staten Island,20,false,Did not approach the crowd; the crowd remains,Open field/multi-purpose play area
04/17/2020 08:18:30 PM,Q215,Q-01,Queens,2,false,Approached the crowd; they complied with instructions,Open field/multi-purpose play area
04/17/2020 08:00:00 PM,Q004,Q-01,Queens,40,false,Approached the crowd; they complied with instructions,Soccer field
04/17/2020 07:09:49 PM,R109,R-01,Staten Island,4,false,Approached the crowd; they complied with instructions,Soccer field
04/17/2020 06:42:27 PM,X126,X-10,Bronx,2,false,Approached the crowd; they complied with instructions,Open field/multi-purpose play area
04/17/2020 06:07:11 PM,M391-ZN02,M-01,Manhattan,40,false,Approached the crowd; they complied with instructions,Walking path
04/17/2020 06:06:36 PM,M391-ZN01,M-01,Manhattan,40,false,Approached the crowd; they complied with instructions,Walking path
04/17/2020 06:05:40 PM,M386,M-01,Manhattan,1,false,Approached the crowd; they complied with instructions,Playground
04/17/2020 05:46:32 PM,M399,M-04,Manhattan,5,false,Approached the crowd; they complied with instructions,Bench/sitting area
04/17/2020 05:41:13 PM,B028,B-10,Brooklyn,20,false,Approached the crowd; they complied with instructions,Soccer field
04/17/2020 05:32:27 PM,Q099-17,Q-15,Queens,2,true,Approached the crowd; they complied with instructions,Playground
04/17/2020 05:31:06 PM,M098,M-02,Manhattan,35,false,Approached the crowd; they complied with instructions,Walking path
04/17/2020 05:19:11 PM,R052,R-01,Staten Island,6,false,Approached the crowd; they complied with instructions,Open field/multi-purpose play area
04/17/2020 05:03:17 PM,Q099-ZN14,Q-15,Queens,11,false,Did not approach the crowd; the crowd remains,Soccer field
04/17/2020 05:01:44 PM,Q099-ZN15,Q-15,Queens,17,false,Did not approach the crowd; the crowd remains,Soccer field
04/17/2020 04:55:40 PM,Q099-ZN19,Q-15,Queens,25,false,Did not approach the crowd; the crowd remains,Baseball field
04/17/2020 04:50:42 PM,R022,R-01,Staten Island,40,false,Approached the crowd; they complied with instructions,Walking path
04/17/2020 04:49:35 PM,Q099-ZN15,Q-15,Queens,20,false,Did not approach the crowd; the crowd remains,Soccer field
04/17/2020 04:38:33 PM,R005-15,R-01,Staten Island,3,true,Approached the crowd; they complied with instructions,Playground
04/17/2020 04:12:38 PM,Q099-ZN15,Q-15,Queens,40,true,Did not approach the crowd; the crowd remains,Playground
04/17/2020 04:08:54 PM,Q099-ZN14,Q-15,Queens,12,true,Did not approach the crowd; the crowd remains,Playground
04/17/2020 03:46:39 PM,R129-01,R-02,Staten Island,4,false,Approached the crowd; they complied with instructions,Open field/multi-purpose play area
04/17/2020 03:29:37 PM,M391,M-01,Manhattan,30,false,Approached the crowd; they complied with instructions,Walking path
04/17/2020 03:26:10 PM,R017A,R-02,Staten Island,38,false,Approached the crowd; they complied with instructions,Walking path
04/17/2020 03:26:08 PM,M391-ZN02,M-01,Manhattan,15,false,Approached the crowd; they complied with instructions,Adult fitness equipment
04/17/2020 03:14:46 PM,B080,B-13,Brooklyn,8,false,Approached the crowd; they complied with instructions,Open field/multi-purpose play area
04/17/2020 03:14:07 PM,M386,M-01,Manhattan,1,false,Approached the crowd; they complied with instructions,Playground
04/17/2020 03:12:46 PM,M391-ZN01,M-01,Manhattan,5,false,Approached the crowd; they complied with instructions,Walking path
04/17/2020 03:12:20 PM,B169,B-13,Brooklyn,6,false,Approached the crowd; they complied with instructions,Walking path
04/17/2020 03:11:50 PM,M399,M-04,Manhattan,6,false,Approached the crowd; they complied with instructions,Bench/sitting area
04/17/2020 03:06:21 PM,B028,B-10,Brooklyn,14,false,Approached the crowd; they complied with instructions,Soccer field
04/17/2020 02:43:28 PM,Q471,Q-02,Queens,20,true,Approached the crowd; they ignored the employee,Adult fitness equipment
04/17/2020 02:32:51 PM,M077-04,M-09,Manhattan,3,false,Approached the crowd; they complied with instructions,Bench/sitting area
04/17/2020 02:11:55 PM,Q108,Q-13,Queens,14,true,Approached the crowd; they ignored the employee,Skate Park
04/17/2020 02:03:39 PM,B151,B-12,Brooklyn,6,true,Approached the crowd; they ignored the employee,Playground
04/17/2020 01:23:25 PM,Q099-ZN15,Q-15,Queens,34,true,Did not approach the crowd; the crowd remains,Playground
04/17/2020 01:12:36 PM,B109,B-15,Brooklyn,40,true,Approached the crowd; they ignored the employee,Soccer field
04/17/2020 11:39:48 AM,B372,B-12,Brooklyn,3,false,Approached the crowd; they ignored the employee,Tennis courts
04/17/2020 11:08:07 AM,RZ305,R-02,Staten Island,15,false,Approached the crowd; they complied with instructions,Bench/sitting area
04/17/2020 10:28:40 AM,R104,R-03,Staten Island,1,false,Approached the crowd; they complied with instructions,Open field/multi-purpose play area
04/17/2020 08:54:39 AM,B372,B-12,Brooklyn,2,false,Approached the crowd; they ignored the employee,Tennis courts
04/17/2020 07:11:38 AM,X039,X-15,Bronx,5,false,Approached the crowd; they complied with instructions,Track/field area
04/16/2020 09:03:45 PM,R030,R-02,Staten Island,2,false,Approached the crowd; they complied with instructions,Open field/multi-purpose play area
04/16/2020 07:25:52 PM,R006,R-03,Staten Island,40,false,Approached the crowd; they ignored the employee,Walking path
04/16/2020 06:56:55 PM,R079,R-03,Staten Island,15,false,Approached the crowd; they complied with instructions,Open field/multi-purpose play area
04/16/2020 06:30:17 PM,R031,R-03,Staten Island,30,false,Approached the crowd; they complied with instructions,Open field/multi-purpose play area
04/16/2020 06:28:01 PM,R145,R-03,Staten Island,5,false,Approached the crowd; they complied with instructions,Open field/multi-purpose play area
04/16/2020 06:07:05 PM,R046-07,R-02B,Staten Island,6,true,Did not approach the crowd; the crowd remains,Skate Park
04/16/2020 05:34:38 PM,Q080,Q-03,Queens,10,false,Did not approach the crowd; the crowd remains,Bench/sitting area
04/16/2020 05:12:22 PM,X196,X-12,Bronx,3,false,Approached the crowd; they complied with instructions,Walking path
04/16/2020 04:57:18 PM,X039-ZN01,X-15,Bronx,10,false,Approached the crowd; they ignored the employee,Open field/multi-purpose play area
04/16/2020 04:53:17 PM,X039,X-15,Bronx,9,false,Approached the crowd; they complied with instructions,Open field/multi-purpose play area
04/16/2020 04:17:57 PM,M098,M-02,Manhattan,10,false,Approached the crowd; they complied with instructions,Adult fitness equipment
04/16/2020 04:13:01 PM,M237,M-02,Manhattan,58,false,Did not approach the crowd; the crowd remains,Basketball court
04/16/2020 01:33:10 PM,Q108,Q-13,Queens,10,true,Approached the crowd; they ignored the employee,Skate Park
04/16/2020 10:42:04 AM,B294,B-03,Brooklyn,10,true,Approached the crowd; they ignored the employee,Handall court
04/16/2020 10:24:44 AM,Q005-11,Q-12,Queens,7,true,Approached the crowd; they ignored the employee,Playground
04/16/2020 09:43:14 AM,X194,X-01,Bronx,7,true,Approached the crowd; they ignored the employee,Adult fitness equipment
04/16/2020 09:09:49 AM,M105,M-03,Manhattan,12,false,Approached the crowd; they complied with instructions,Bench/sitting area
04/15/2020 05:13:00 PM,Q092,Q-10,Queens,8,false,Did not approach the crowd; the crowd remains,Handall court
04/15/2020 05:11:06 PM,Q163-20,Q-14,Queens,1,true,Did not approach the crowd; the crowd remains,Playground
04/15/2020 04:49:19 PM,Q126,Q-07,Queens,30,false,Did not approach the crowd; the crowd remains,Open field/multi-purpose play area
04/15/2020 04:38:05 PM,Q004,Q-01,Queens,10,true,Approached the crowd; they ignored the employee,Soccer field
04/15/2020 03:56:02 PM,Q341C,Q-02,Queens,2,false,Approached the crowd; they ignored the employee,Bench/sitting area
04/15/2020 03:30:56 PM,Q023,Q-12,Queens,30,false,Approached the crowd; they ignored the employee,Open field/multi-purpose play area
04/15/2020 03:12:23 PM,R019,R-01,Staten Island,26,false,Approached the crowd; they ignored the employee,Open field/multi-purpose play area
04/15/2020 03:03:13 PM,Q471-ZN01,Q-02,Queens,10,true,Approached the crowd; they ignored the employee,Playground
04/15/2020 02:23:01 PM,M144,M-03,Manhattan,35,false,Approached the crowd; they ignored the employee,Track/field area
04/15/2020 02:05:43 PM,Q004,Q-01,Queens,75,false,Did not approach the crowd; the crowd remains,Track/field area
04/15/2020 12:32:13 PM,Q006,Q-07,Queens,25,false,Did not approach the crowd; the crowd remains,Bench/sitting area
04/15/2020 11:55:22 AM,M088,M-03,Manhattan,20,true,Did not approach the crowd; the crowd remains,Bench/sitting area
04/15/2020 08:57:25 AM,B007,B-11,Brooklyn,50,false,Approached the crowd; they ignored the employee,Walking path
04/14/2020 05:04:06 PM,Q021,Q-08,Queens,40,false,Did not approach the crowd; the crowd remains,Walking path
04/14/2020 04:13:17 PM,M072-ZN28,M-14,Manhattan,10,false,Did not approach the crowd; the crowd remains,Open field/multi-purpose play area
04/14/2020 04:12:05 PM,M071-ZN20,M-14,Manhattan,12,false,Did not approach the crowd; the crowd remains,Adult fitness equipment
04/14/2020 03:56:48 PM,M237,M-02,Manhattan,58,false,Did not approach the crowd; the crowd remains,Basketball court
04/14/2020 03:47:56 PM,Q162I01,Q-14,Queens,8,false,Approached the crowd; they complied with instructions,Adult fitness equipment
04/14/2020 03:47:13 PM,Q162I01,Q-14,Queens,12,false,Did not approach the crowd; the crowd remains,Skate Park
04/14/2020 03:46:40 PM,X002-ZN01,X-14,Bronx,50,false,Approached the crowd; they ignored the employee,Bench/sitting area
04/14/2020 03:09:31 PM,M077-04,M-09,Manhattan,2,false,Approached the crowd; they complied with instructions,Walking path
04/14/2020 02:53:16 PM,B080-01,B-13,Brooklyn,10,false,Approached the crowd; they ignored the employee,Handall court
04/14/2020 02:46:23 PM,M105,M-03,Manhattan,16,false,Approached the crowd; they ignored the employee,Bench/sitting area
04/14/2020 02:45:38 PM,M082,M-03,Manhattan,15,false,Approached the crowd; they ignored the employee,Bench/sitting area
04/14/2020 02:44:30 PM,M105-01,M-03,Manhattan,15,false,Approached the crowd; they ignored the employee,Bench/sitting area
04/14/2020 02:43:19 PM,M105-04,M-03,Manhattan,12,false,Approached the crowd; they ignored the employee,Open field/multi-purpose play area
04/14/2020 02:42:21 PM,M105-02,M-03,Manhattan,9,false,Approached the crowd; they ignored the employee,Chess area
04/14/2020 02:41:19 PM,M105-08,M-03,Manhattan,4,false,Approached the crowd; they ignored the employee,Handall court
04/14/2020 02:39:08 PM,X030-ZN01,X-04,Bronx,10,false,Did not approach the crowd; the crowd remains,Adult fitness equipment
04/14/2020 02:29:47 PM,Q015-ZN04,Q-16,Queens,12,false,Did not approach the crowd; the crowd remains,Adult fitness equipment
04/14/2020 01:59:53 PM,X010-05,X-03,Bronx,6,false,Approached the crowd; they complied with instructions,Handall court
04/14/2020 01:09:02 PM,M220,M-07,Manhattan,8,false,Approached the crowd; they ignored the employee,Playground
04/14/2020 11:08:56 AM,X009,X-02,Bronx,15,true,Approached the crowd; they complied with instructions,Walking path
04/12/2020 10:28:24 PM,M099,M-12,Manhattan,8,false,Did not approach the crowd; the crowd remains,Adult fitness equipment
04/12/2020 06:20:27 PM,R038A,R-02B,Staten Island,12,true,Did not approach the crowd; the crowd remains,Handall court
04/12/2020 05:36:39 PM,R046-ZN05,R-02B,Staten Island,15,false,Did not approach the crowd; the crowd remains,Open field/multi-purpose play area
04/12/2020 05:25:27 PM,Q330,Q-12,Queens,15,true,Did not approach the crowd; the crowd remains,Basketball court
04/12/2020 05:24:26 PM,Q351,Q-12,Queens,13,true,Approached the crowd; they ignored the employee,Playground
04/12/2020 04:22:49 PM,Q108,Q-13,Queens,15,false,Approached the crowd; they ignored the employee,Skate Park
04/12/2020 03:27:50 PM,R030-099,R-02,Staten Island,60,false,Did not approach the crowd; the crowd remains,Baseball field
04/12/2020 03:19:21 PM,M391-ZN02,M-01,Manhattan,35,false,Did not approach the crowd; the crowd remains,Walking path
04/12/2020 03:14:20 PM,Q205A,Q-02,Queens,10,false,Approached the crowd; they complied with instructions,Soccer field
04/12/2020 02:57:40 PM,R030-099,R-02,Staten Island,20,false,Did not approach the crowd; the crowd remains,Open field/multi-purpose play area
04/12/2020 01:30:02 PM,M144,M-03,Manhattan,30,false,Approached the crowd; they ignored the employee,Track/field area
04/12/2020 01:09:07 PM,Q099-ZN17,Q-15,Queens,25,false,Did not approach the crowd; the crowd remains,Soccer field
04/12/2020 11:47:43 AM,R046-ZN05,R-02B,Staten Island,25,false,Did not approach the crowd; the crowd remains,Track/field area
04/12/2020 11:28:34 AM,X039-ZN11,X-15A,Bronx,20,false,Approached the crowd; they ignored the employee,Open field/multi-purpose play area
04/12/2020 11:15:22 AM,B012,B-08,Brooklyn,50,false,Did not approach the crowd; the crowd remains,Basketball court
04/12/2020 10:08:51 AM,M144-ZN04,M-03,Manhattan,8,false,Approached the crowd; they ignored the employee,Baseball field
04/12/2020 09:45:12 AM,Q051,Q-12,Queens,7,false,Approached the crowd; they ignored the employee,Adult fitness equipment
04/12/2020 09:29:27 AM,X039-ZN11,X-15A,Bronx,200,false,Approached the crowd; they ignored the employee,Open field/multi-purpose play area
04/12/2020 08:33:14 AM,X166,X-03,Bronx,6,false,Approached the crowd; they complied with instructions,Handall court
04/11/2020 11:07:04 PM,Q106,Q-12,Queens,5,true,Did not approach the crowd; the crowd remains,Bench/sitting area
04/11/2020 05:34:12 PM,Q121-01,Q-12,Queens,10,true,Approached the crowd; they ignored the employee,Adult fitness equipment
04/11/2020 04:18:24 PM,Q220A,Q-12,Queens,15,false,Approached the crowd; they ignored the employee,Bench/sitting area
04/11/2020 04:14:15 PM,B088,B-03,Brooklyn,200,true,Did not approach the crowd; the crowd remains,Bench/sitting area
04/11/2020 02:54:35 PM,M082,M-03,Manhattan,7,false,Approached the crowd; they ignored the employee,Bench/sitting area
04/11/2020 02:40:18 PM,M144,M-03,Manhattan,85,false,Did not approach the crowd; the crowd remains,Track/field area
04/11/2020 02:10:24 PM,M391-ZN02,M-01,Manhattan,40,false,Did not approach the crowd; the crowd remains,Walking path
04/11/2020 02:00:49 PM,M105-08,M-03,Manhattan,3,false,Approached the crowd; they ignored the employee,Handall court
04/11/2020 02:00:28 PM,B219,B-16,Brooklyn,20,false,Did not approach the crowd; the crowd remains,Playground
04/11/2020 01:49:40 PM,Q099-ZN09,Q-15,Queens,6,false,Did not approach the crowd; the crowd remains,Soccer field
04/11/2020 01:12:42 PM,Q099-ZN20,Q-15,Queens,8,false,Did not approach the crowd; the crowd remains,Open field/multi-purpose play area
04/11/2020 01:12:27 PM,B057-ZN07,B-18,Brooklyn,8,false,Approached the crowd; they complied with instructions,Baseball field
04/11/2020 01:11:21 PM,Q099-ZN17,Q-15,Queens,7,false,Did not approach the crowd; the crowd remains,Soccer field
04/11/2020 01:04:09 PM,M144,M-03,Manhattan,40,false,Approached the crowd; they ignored the employee,Track/field area
04/11/2020 12:55:19 PM,B079,B-03,Brooklyn,4,true,Approached the crowd; they ignored the employee,Playground
04/11/2020 12:47:01 PM,Q004-ZN01,Q-01,Queens,50,false,Approached the crowd; they ignored the employee,Soccer field
04/11/2020 12:46:18 PM,Q004-ZN01,Q-01,Queens,11,true,Approached the crowd; they ignored the employee,Adult fitness equipment
04/11/2020 11:40:00 AM,M235,M-03,Manhattan,7,false,Approached the crowd; they complied with instructions,Bench/sitting area
04/11/2020 11:02:30 AM,M144,M-03,Manhattan,30,false,Approached the crowd; they ignored the employee,Track/field area
